tid,election,violence,date
668914112286597120,no,no,unknown

662075847541719040,no,no,unknown

675832214995750912,no,no,unknown

663569867879002112,no,no,unknown

670420996126580740,yes,violence,2015-11-27

669849746119479296,yes,violence,2015-11-26

669203484768657408,yes,malpractice,2015-11-24

666565114464727040,yes,no,unknown

684159391105462272,no,no,unknown

673024836520816641,yes,violence,2015-12-05

670418793613697024,yes,no,unknown

667732713496051712,yes,no,unknown

672595465381224449,yes,no,unknown

686266196384169984,no,no,unknown

674014744815214592,no,no,unknown

673470276659728384,yes,no,unknown

683994714878652416,no,no,unknown

666675011604914176,no,no,unknown

672431168445353984,yes,no,unknown

674681012950073345,no,no,unknown

675683663141564416,no,no,unknown

672525667846758401,yes,no,unknown

682025824544010241,no,no,unknown

668631599181860864,yes,malpractice,2015-11-22

684856513576460289,no,no,unknown

670284349695262720,yes,violence,2015-11-27

676216009485885442,no,no,unknown

676846285656227840,no,no,unknown

672858434237263872,no,no,unknown

669626561985949700,no,no,unknown

684451875865935872,no,no,unknown

674263166595928064,no,no,unknown

669268616903307264,no,no,unknown

675471742060527616,no,no,unknown

667321809893625856,yes,violence,2015-11-19

677045724467490817,no,no,unknown

671479638313582592,no,no,unknown

672803033294745600,no,no,unknown

665506726632910848,no,no,unknown

671668960476209152,yes,no,unknown

684075485681291265,no,no,unknown

677771766907867136,yes,malpractice,2015-12-18

670029270065029121,no,no,unknown

674724076032794624,no,no,unknown

675341219069693952,yes,no,unknown

677950104226041856,no,no,unknown

674944369384947713,no,no,unknown

675398845358981120,no,no,unknown

672619161193865216,yes,no,unknown

671339087798910976,yes,no,unknown

667270641305960448,no,no,unknown

662046289723596800,yes,no,unknown

664589368338849792,no,no,unknown

664898302933078016,no,no,unknown

670448503345324032,yes,no,unknown

666239477925441536,no,no,unknown

662311905911029760,no,no,unknown

679105383588306945,no,no,unknown

676410682989010945,no,no,unknown

669522765821706240,no,no,unknown

674300446291300353,yes,no,unknown

673657676451172352,yes,no,unknown

666092586407456768,no,no,unknown

665343171682025472,no,no,unknown

678671635382206468,yes,no,unknown

670263676428001281,no,no,unknown

666956769017634817,yes,violence,2015-11-18

674012737471717376,yes,no,unknown

688011086621241345,no,no,unknown

675031626661953541,no,no,unknown

670772636344037376,no,no,unknown

680380632527159296,no,no,unknown

669106140425428992,no,no,unknown

669178762660093953,yes,no,unknown

669624147018981376,yes,no,unknown

675502972261015552,yes,no,unknown

669347524558364674,yes,no,unknown

669897946561970178,yes,no,unknown

684862673264185344,no,no,unknown

676951547184611328,no,no,unknown

687858528485126144,no,no,unknown

685149235944263680,no,no,unknown

684437435472809989,no,no,unknown

681918450663604228,no,no,unknown

672767095634030592,yes,no,unknown

662068528414068736,no,no,unknown

665674998988804096,no,no,unknown

667746957549576192,yes,no,unknown

670653894503096320,yes,violence,2015-11-28

674986273128513536,yes,no,unknown

682347977072087040,no,no,unknown

667902917924560897,no,no,unknown

682773539632582656,no,no,unknown

668585283399589889,yes,no,unknown

670777522368487425,no,no,unknown

662666684248006656,no,no,unknown

670046483685748736,yes,no,unknown

687952840204128256,no,no,unknown

676889072867155968,no,no,unknown

675034733626195968,no,no,unknown

664733016388956160,yes,no,unknown

679084050586476544,no,no,unknown

669187955005739008,yes,no,unknown

673458721691992065,no,no,unknown

676495958490923008,no,no,unknown

681520481074343936,yes,no,unknown

676465070998732800,no,no,unknown

672039407126491136,no,no,unknown

667848835146915840,yes,no,unknown

674994462930653186,no,no,unknown

676756970393739265,no,no,unknown

669875154453995520,yes,no,unknown

685836375812276224,no,no,unknown

664611170066763776,no,no,unknown

686048522173583360,no,no,unknown

672550209692520448,yes,no,unknown

675047249467023360,no,no,unknown

676582491763793926,no,no,unknown

684057408948310016,yes,no,unknown

686676384316522496,yes,no,unknown

667055457136205825,yes,violence,2015-11-18

667267683776372736,no,no,unknown

665555155451015168,yes,no,unknown

666074313661878272,no,no,unknown

666691074295918592,no,no,unknown

676476772708388867,no,no,unknown

686857922756870144,no,no,unknown

670029537061793792,yes,violence,2015-11-26

673848019725500417,yes,no,unknown

675089977273880576,no,no,unknown

673704943656820736,yes,no,unknown

667431117407023104,no,no,unknown

665664467359920130,no,no,unknown

668845697639325696,no,no,unknown

669354209612054529,yes,no,unknown

686604359636021248,no,no,unknown

673439879234211840,no,no,unknown

675520063500378112,yes,no,unknown

674789396143583232,no,no,unknown

674914121826099200,no,no,unknown

664548645086371843,yes,no,unknown

662071941784801280,no,no,unknown

672485717977776133,no,no,unknown

669117079325396993,no,no,unknown

667764143596904448,no,no,unknown

664428074621116416,yes,violence,2015-11-11

666084757487403008,no,no,unknown

667557472039772160,no,no,unknown

673872793960869888,yes,no,unknown

685155038239526912,no,no,unknown

674454226991521792,yes,no,unknown

680941145430601729,yes,no,unknown

672495236099268608,yes,malpractice,2015-12-03

666407388589727744,no,no,unknown

673926693325795329,yes,no,unknown

673208607694004231,yes,no,unknown

674015790404935680,yes,no,unknown

662092897093820416,yes,no,unknown

665674222690283520,yes,no,unknown

671125264710115329,no,no,unknown

680055172786176001,yes,no,unknown

676820860083269632,yes,no,unknown

667393651224518656,yes,no,unknown

669935446294704128,yes,violence,2015-11-26

675321157311156224,no,no,unknown

664827352980037632,no,no,unknown

679002166410002433,no,no,unknown

664856317601914880,no,no,unknown

670838000406933504,yes,no,unknown

666023334518374400,no,no,unknown

670318336090243073,yes,no,unknown

671945851611316224,yes,no,unknown

666205845965942784,yes,no,unknown

677635191653933056,yes,no,unknown

669916451927670788,yes,no,unknown

670666863622385664,no,no,unknown

674252469539635200,no,no,unknown

665517098416873472,no,no,unknown

676814888715579392,no,no,unknown

662468559625428992,no,no,unknown

685240625390825472,no,no,unknown

681922677620256768,yes,no,unknown

668597094609985537,no,no,unknown

662443122950041600,yes,no,unknown

669133927592935424,no,no,unknown

674379257242648577,no,no,unknown

667878223473168384,yes,no,unknown

661264077696561152,no,no,unknown

674379149784571904,no,no,unknown

670804753396318208,yes,no,unknown

669844233076023296,no,no,unknown

676979634781687808,no,no,unknown

674752614018453504,no,no,unknown

676156276389343232,no,no,unknown

672021210327343106,yes,no,unknown

665903504586907648,yes,no,unknown

684422505658974208,no,no,unknown

673354935090679808,no,no,unknown

662356195425021952,no,no,unknown

673868877495947264,no,no,unknown

671998838350225408,no,no,unknown

670421848040062976,no,no,unknown

662401159743840257,no,no,unknown

685854301034524676,no,no,unknown

670078417199431680,yes,no,unknown

674777183546679296,no,no,unknown

665274873414053889,yes,no,unknown

666614862399856640,no,no,unknown

668765837017358336,no,no,unknown

671284282137190400,yes,no,unknown

667152398218043392,no,no,unknown

684558063135768576,no,no,unknown

666096637316636672,yes,no,unknown

665681178679255040,no,no,unknown

666999477698494464,no,no,unknown

673415226088423424,yes,no,unknown

679849506360442881,no,no,unknown

672013222984228864,yes,no,unknown

675193737031639040,no,no,unknown

666053288576577537,yes,no,unknown

676431728689442816,yes,no,unknown

661570076798226432,no,no,unknown

684160901092622336,no,no,unknown

675271727098691584,no,no,unknown

676431808628674560,no,no,unknown

677449247697014785,no,no,unknown

671753546681876484,yes,no,unknown

671371173545041922,yes,no,unknown

671820526088794112,yes,no,unknown

666347839031803904,yes,malpractice,2015-11-16

664787303529881600,yes,malpractice,2015-11-12

684066201077682180,no,no,unknown

676920394356531201,yes,no,unknown

671904768332288000,no,no,unknown

668942987100094468,no,no,unknown

668609723336425472,no,no,unknown

676872300155633666,no,no,unknown

667723545481510913,no,no,unknown

685911036231315456,no,no,unknown

675363156068298752,yes,no,unknown

674555670482444288,no,no,unknown

670415673395384320,yes,no,unknown

676085631395606528,no,no,unknown

670702038813143040,no,no,unknown

684210855421067265,yes,no,unknown

672976804613922816,yes,no,unknown

674273774129295360,yes,no,unknown

684102381735395329,no,no,unknown

661512706130886656,yes,no,unknown

684444040935436289,yes,no,unknown

666590779649990656,yes,no,unknown

675330515549949952,no,no,unknown

666201870688456704,no,no,unknown

667889478091063296,no,no,unknown

661489898495569920,yes,no,unknown

684062319517765632,no,no,unknown

675098679523598336,no,no,unknown

667353812869455873,no,no,unknown

675104764095569921,no,no,unknown

672599242150649856,no,no,unknown

673531787797250049,no,no,unknown

672918625808945153,no,no,unknown

666056404353028097,no,no,unknown

666980753759182848,no,no,unknown

662613471440302080,yes,no,unknown

670038219610849280,no,no,unknown

684713067578548224,yes,no,unknown

671017381326675968,yes,violence,2015-11-29

675753225325289472,no,no,unknown

669544366311100417,yes,no,unknown

676154930248474624,no,no,unknown

674255975558332416,no,no,unknown

669302209880846336,no,no,unknown

682020394598031361,no,no,unknown

669578790155235330,yes,malpractice,2015-11-25

675474984563798017,yes,violence,2015-12-11

676635494076293120,no,no,unknown

661398752603844608,no,no,unknown

669974615926657030,yes,no,unknown

676420212648976385,no,no,unknown

667167899237392385,yes,no,unknown

664500747799760896,no,no,unknown

671060160329080833,no,no,unknown

669534754082004992,no,no,unknown

676910675235643393,yes,violence,unknown

672825152686727168,no,no,unknown

661495263173980160,no,no,unknown

671857026834767872,no,no,unknown

667904237737803776,no,no,unknown

666716123187007488,no,no,unknown

673491428723589120,no,no,unknown

661599540433264644,no,no,unknown

685143119566913536,yes,malpractice,2016-01-07

669125548053028864,yes,no,unknown

673664457667690496,yes,violence,2015-12-06

674755051970236417,yes,no,unknown

671112545302876161,yes,no,unknown

667477792385273856,yes,no,unknown

671060443935465472,no,no,unknown

678224769850871808,no,no,unknown

676420695136600064,no,no,unknown

670056030588547073,yes,no,unknown

666206572822052864,no,no,unknown

664974035936256000,no,no,unknown

665717554858577925,no,no,unknown

672500604326027265,yes,no,unknown

673686351259295744,yes,no,unknown

673608534173466625,no,no,unknown

669458099976163328,yes,no,unknown

673894176694620161,no,no,unknown

676025381774827520,yes,violence,2015-12-13

677608491150872577,yes,no,unknown

674276118342553600,yes,no,unknown

667867579600519169,no,no,unknown

665721604798836736,yes,no,unknown

672783776397795328,yes,violence,unknown

667090572319064065,no,no,unknown

674280146145288192,yes,no,unknown

676936481701777412,no,no,unknown

665938046022471681,yes,no,unknown

664021560613863424,no,no,unknown

662321095060549632,yes,no,unknown

669321802322190336,no,no,unknown

671529385313349632,yes,no,unknown

674572147440906240,yes,no,unknown

662242679670075392,no,no,unknown

664869714221514752,yes,no,unknown

681687294387073026,no,no,unknown

669573664854188036,no,no,unknown

671358733046423552,no,no,unknown

676548898165497861,yes,no,unknown

674994312728457216,no,no,unknown

671024223163441152,no,no,unknown

671018529915711490,yes,no,unknown

673173075521839104,no,no,unknown

676922627206848513,no,no,unknown

673720844888186880,no,no,unknown

665303212543442944,yes,violence,2015-11-13

669876018031783938,yes,malpractice,2015-11-26

673731194962464768,yes,no,unknown

662241591281758208,no,no,unknown

687254846106382336,no,no,unknown

676425612333027328,no,no,unknown

676858507807825920,no,no,unknown

674057018752241664,no,no,unknown

662361759009931264,yes,no,unknown

664545619189620740,yes,no,unknown

684338103830605824,no,no,unknown

671820796956958722,yes,no,unknown

674357454210244608,no,no,unknown

672010308756635649,yes,no,unknown

666036514795728896,no,no,unknown

664767544251805696,no,no,unknown

676914878569963520,yes,no,unknown

674441381276983296,no,no,unknown

669286903460569089,yes,violence,2015-11-24

667111374624043008,no,no,unknown

673625516054847488,no,no,unknown

672584888126689281,no,no,unknown

671369180831219712,yes,no,unknown

673208863450112000,no,no,unknown

663767572345655298,no,no,unknown

667201691364802560,no,no,unknown

675618907743346688,no,no,unknown

666029404271845376,no,no,unknown

675835724982329344,no,no,unknown

676604580864630786,no,no,unknown

664531936849739776,yes,no,unknown

664962219898179586,yes,no,unknown

679509435652390912,no,no,unknown

664837095060455424,yes,no,unknown

684895263903879173,no,no,unknown

676951541140594689,no,no,unknown

661861624144379904,no,no,unknown

662356176655486976,yes,no,unknown

665389471886663680,no,no,unknown

670329342388498432,no,no,unknown

684059502673551360,no,no,unknown

675158254280945672,yes,no,unknown

662059166698106880,yes,no,unknown

669295516648415233,no,no,unknown

684417179467530240,yes,malpractice,2016-01-05

672904261399891968,yes,violence,2015-12-04

686328921621671936,no,no,unknown

667353679251554304,no,no,unknown

666634553881198592,no,no,unknown

674754944298311680,yes,no,unknown

664639652373073921,yes,no,unknown

682558812583243777,no,no,unknown

664587240996216832,no,no,unknown

669928985573355520,yes,no,unknown

670293921218564097,no,no,unknown

676952834592624642,no,no,unknown

670930953980768257,no,no,unknown

667503339127599104,no,no,unknown

675304078696693760,no,no,unknown

667029879330881537,yes,violence,2015-11-18

674723294814302208,no,no,unknown

666476372185866240,yes,no,unknown

674704374183157760,no,no,unknown

670247700080812032,yes,no,unknown

685276746858369024,no,no,unknown

666863388836917248,no,no,unknown

673898915268272128,yes,no,unknown

672956412453117952,no,no,unknown

666999940963573761,yes,no,unknown

688017401158447104,yes,no,unknown

676605227630469120,no,no,unknown

665501489457156097,yes,no,unknown

671948254993588224,yes,no,unknown

666784814750674944,no,no,unknown

666356082596585472,yes,violence,2015-11-16

665558240562843648,yes,no,unknown

670377012977123329,no,no,unknown

667767657719009280,no,no,unknown

677613227409285120,no,no,unknown

676225283888979970,no,no,unknown

671467503026049024,no,no,unknown

677453162710753280,no,no,unknown

668987563051470848,yes,no,unknown

684824600564379648,no,no,unknown

672793168560168960,no,no,unknown

664786371131924480,no,no,unknown

670422281001283584,no,no,unknown

669018244427194370,yes,violence,2015-11-24

676851334675636224,no,no,unknown

661316986878697472,yes,no,unknown

666642313129689088,yes,no,unknown

664608172053815296,yes,no,unknown

684040887328964609,no,no,unknown

675533561189892096,no,no,unknown

669941158068514818,yes,violence,2015-11-26

673648233365815296,no,no,unknown

667144705830989824,no,no,unknown

669099604567265280,no,no,unknown

667445417815220224,yes,no,unknown

674208625599111168,yes,no,unknown

672536007112327168,no,no,unknown

686980116241608704,no,no,unknown

669149542399533060,no,no,unknown

674322830813720576,no,no,unknown

675089199494733824,no,no,unknown

684089136203042818,no,no,unknown

669486372202414080,no,no,unknown

674398453800243200,yes,no,unknown

661523467964170240,yes,no,unknown

671783827820421121,no,no,unknown

667288962038300672,yes,no,unknown

674792440591736832,no,no,unknown

662426832822603776,yes,no,unknown

684776922606354432,yes,no,unknown

670241881842806784,no,no,unknown

673444266878836736,yes,no,unknown

671328879299153920,yes,no,unknown

671525795861569536,yes,no,unknown

670322427289841664,no,no,unknown

687977499104514048,yes,no,unknown

666140488978849792,no,no,unknown

668589123133902848,yes,violence,2015-11-22

671446673059639296,no,no,unknown

675287161445425152,yes,violence,2015-12-11

673506067695947776,no,no,unknown

677871703968448513,no,no,unknown

670679299406635009,no,no,unknown

672943940321026049,no,no,unknown

674986017103941632,yes,no,unknown

661962546451226624,no,no,unknown

669327956905500673,no,no,unknown

674444028738449412,no,no,unknown

672532219127308288,no,no,unknown

681841806552739840,yes,no,unknown

673965174869594113,no,no,unknown

669911422097358849,yes,violence,2015-11-26

669283551674810369,no,no,unknown

667317103125381120,yes,no,unknown

666400104253886464,no,no,unknown

686971756473638912,no,no,unknown

674412583861026816,yes,no,unknown

666072256649539584,yes,no,unknown

662387044191203328,yes,no,unknown

668834579134984193,no,no,unknown

670973865493925888,no,no,unknown

666343462984249344,yes,no,unknown

664647339668324352,yes,no,unknown

671467159399321600,no,no,unknown

673097457925009408,yes,no,unknown

676582384716767232,yes,no,unknown

668594747875983361,yes,no,unknown

675087515829825536,no,no,unknown

667504511473344514,no,no,unknown

676292069615341568,no,no,unknown

673032932898959360,no,no,unknown

685145108107374592,no,no,unknown

667026920475721728,yes,no,unknown

662222433559175168,no,no,unknown

669975319366017024,no,no,unknown

666810525699825664,no,no,unknown

662110348774924288,no,no,unknown

681277785155977216,no,no,unknown

675319499332190208,no,no,unknown

675091778618400769,yes,no,unknown

664491416580726784,no,no,unknown

684882724839141376,yes,violence,2016-01-06

671329976847745027,yes,no,unknown

687672876510621696,no,no,unknown

662215386880974848,no,no,unknown

667905259843543042,no,no,unknown

669285310216425473,yes,no,unknown

664608848150417408,no,no,unknown

661381731816226816,yes,no,unknown

684056782675832833,no,no,unknown

676092707530481664,yes,no,unknown

671055033815932928,yes,no,unknown

684420784882868224,yes,no,unknown

663558946377113601,yes,no,unknown

667028180260245505,no,no,unknown

672560251124785152,yes,no,unknown

685233095352664065,no,no,unknown

677387159993720832,no,no,unknown

672579871881740288,no,no,unknown

664587192119992320,no,no,unknown

674237341804929024,no,no,unknown

662406328787279872,yes,no,unknown

664520389868060673,no,no,unknown

684890773159079936,yes,no,unknown

662428428176637952,yes,no,unknown

665967400739840004,yes,violence,2015-11-15

674272091852709889,no,no,unknown

664879513646559232,no,no,unknown

668129567241056256,no,no,unknown

675045240848388096,no,no,unknown

672929015318097920,yes,no,unknown

675606219734835200,no,no,unknown

674391650781650944,no,no,unknown

679499845627953152,no,no,unknown

675363958883262467,yes,no,unknown

672495848165625856,no,no,unknown

676142560625172480,yes,no,unknown

671047723366379520,no,no,unknown

670427361016479746,no,no,unknown

671489772230213632,yes,no,unknown

674909321998667776,yes,no,unknown

684549033084502016,no,no,unknown

686196884285820928,yes,no,unknown

673227052552749062,yes,no,unknown

670312477436067840,no,no,unknown

668975913787367424,no,no,unknown

662388732507594752,yes,no,unknown

681917169026875393,yes,no,unknown

667026646428426240,no,no,unknown

674997599825485824,no,no,unknown

662813288535883776,no,no,unknown

673758057122369536,no,no,unknown

667059111477972992,yes,no,unknown

670053332061417474,no,no,unknown

670951361022984193,no,no,unknown

685141924160876546,no,no,unknown

666924207343824897,yes,no,unknown

668933921095213056,no,no,unknown

686671423214084096,no,no,unknown

668965213677350912,no,no,unknown

669337434505678848,no,no,unknown

676716064080683008,no,no,unknown

674628394340978688,yes,no,unknown

679390243041222657,yes,no,unknown

675325178272866304,no,no,unknown

671054207911264256,yes,no,unknown

669877483949465600,no,no,unknown

684854966171922432,no,no,unknown

679156731650244608,no,no,unknown

673662932497137664,yes,no,unknown

674388781517004801,no,no,unknown

668808126091632640,no,no,unknown

685168152989306880,no,no,unknown

675717159960489984,no,no,unknown

664959695816433664,no,no,unknown

665592732237357057,no,no,unknown

665321134020272128,yes,no,unknown

673643557207580672,yes,no,unknown

661323354297769988,yes,no,unknown

684853242812043264,no,no,unknown

674404708631584768,no,no,unknown

672015720092327938,yes,no,unknown

667889477860331520,no,no,unknown

680145547613855744,no,no,unknown

684394932849737728,no,no,unknown

671176865168666625,no,no,unknown

661695732118888448,yes,no,unknown

673575795475021826,yes,no,unknown

665897599191379969,no,no,unknown

676517198500904962,no,no,unknown

673282278311768064,yes,no,unknown

677907129697755136,no,no,unknown

670033716434051073,no,no,unknown

664514807463309313,no,no,unknown

665780975079657472,yes,no,unknown

664572800162729984,no,no,unknown

684843871986139136,yes,no,unknown

666807599627640832,no,no,unknown

668987482067759105,yes,violence,2015-11-23

665003704525971456,no,no,unknown

675046128052805632,yes,violence,2015-12-10

675441864389074944,yes,no,unknown

667478767879774208,yes,no,unknown

673288306831020033,yes,no,unknown

666408543772409856,yes,no,unknown

665335529538347008,no,no,unknown

667011990695620609,yes,malpractice,2015-11-18

684871885105008641,no,no,unknown

672863431284809728,yes,violence,2015-12-04

681931556236214272,yes,no,unknown

671098565435985920,yes,no,unknown

671301385653264384,yes,no,unknown

669329474031325184,yes,no,unknown

674939699883024384,no,no,unknown

673265441217884160,yes,malpractice,unknown

674757811365093376,yes,no,unknown

667446124047912960,no,no,unknown

668614514968010752,yes,malpractice,2015-11-22

673912122800230401,no,no,unknown

675410918642069504,no,no,unknown

685414265348603904,yes,no,unknown

671847906232696832,yes,no,unknown

674886845298274304,no,no,unknown

668863097487003648,yes,malpractice,2015-11-23

665157751170048000,no,no,unknown

662748133957480449,yes,no,unknown

684400073984339968,no,no,unknown

672877583307046913,no,no,unknown

672628115244384256,no,no,unknown

667174336143429634,yes,no,unknown

667090110412955648,no,no,unknown

674756864106721280,no,no,unknown

681557970421813248,yes,no,unknown

672559390994640896,yes,no,unknown

670810736818540544,no,no,unknown

676057110568898560,no,no,unknown

664238606886805504,no,no,unknown

671974215202009088,yes,no,unknown

665169949162360834,no,no,unknown

674439984636633088,no,no,unknown

676080058465976320,yes,violence,unknown

673654081467129864,no,no,unknown

667503230436417536,no,no,unknown

681137668776980481,no,no,unknown

673743431588585472,yes,no,unknown

674333128102572032,yes,no,unknown

684831684890628096,yes,no,unknown

673571681957466112,no,no,unknown

666384786307592198,yes,no,unknown

665018442018390017,no,no,unknown

680180069369774080,yes,no,unknown

671814494063083520,yes,no,unknown

674898212285767680,yes,no,unknown

671402446921588736,no,no,unknown

669897640310517760,yes,no,unknown

671531681166303233,no,no,unknown

662280343827775488,yes,no,unknown

672565639622496256,no,no,unknown

682938564498341888,no,no,unknown

671040766995771394,no,no,unknown

671424028553453572,no,no,unknown

679116536380919808,yes,violence,unknown

662109247547797504,no,no,unknown

662063322775355392,no,no,unknown

669311019458691072,yes,no,unknown

672433512713027584,yes,no,unknown

672456142321229826,yes,no,unknown

685428118052548608,no,no,unknown

671356293534367744,yes,no,unknown

672574108727660544,no,no,unknown

684487634765393922,yes,violence,2016-01-05

672580446014873600,no,no,unknown

662060345855488000,yes,violence,unknown

673241750320881664,no,no,unknown

685703602694942720,no,no,unknown

670419194060623872,yes,no,unknown

675152049223376896,no,no,unknown

670665387437129729,yes,no,unknown

676866255572242432,no,no,unknown

672532698112618496,no,no,unknown

667290506997534720,yes,no,unknown

674754001959854080,no,no,unknown

671318529942138884,yes,no,unknown

684091789951631361,no,no,unknown

682226433821913088,no,no,unknown

675025612474589185,no,no,unknown

668826665020166145,yes,no,unknown

662453503936372736,yes,no,unknown

676365358899593216,yes,no,unknown

677278980693696513,no,no,unknown

675526969811931136,yes,no,unknown

670016445288460289,no,no,unknown

673568234759544832,no,no,unknown

675767348847124480,no,no,unknown

675136423775875072,no,no,unknown

665542099538853888,no,no,unknown

684862054063300609,no,no,unknown

681200026996060160,no,no,unknown

662308541588484097,yes,no,unknown

669391249946902528,yes,no,unknown

666025926594060289,no,no,unknown

674158542023221248,no,no,unknown

667133320015294465,no,no,unknown

681935520977580032,yes,no,unknown

664587280062029824,no,no,unknown

666599048405786624,no,no,unknown

671892759645696000,yes,violence,2015-12-01

668839258057277440,no,no,unknown

675096277466652672,no,no,unknown

675313317112598528,no,no,unknown

664913826073157633,yes,violence,2015-11-12

661246745087709184,yes,no,unknown

675048979428679680,no,no,unknown

674407892267769857,yes,malpractice,2015-12-08

684034758649724929,no,no,unknown

670951221793046528,no,no,unknown

674628858247815168,no,no,unknown

667754170603208704,yes,no,unknown

669193796026941440,yes,no,unknown

671286373975007233,no,no,unknown

676298541002805248,no,no,unknown

669910183922024448,yes,no,unknown

668598233590013956,no,no,unknown

681950396164644864,no,no,unknown

676588203650899968,no,no,unknown

671735948393078784,yes,no,unknown

676947481939320832,yes,no,unknown

673856340553506816,no,no,unknown

676025430432968707,no,no,unknown

675342503927750656,no,no,unknown

672458048300933120,yes,no,unknown

685231936059617280,no,no,unknown

671912522430160896,no,no,unknown

662355659208441856,no,no,unknown

685108032955625472,no,no,unknown

668774899482124288,no,no,unknown

670735288889688064,yes,no,unknown

670284643644669952,no,no,unknown

672488594876080129,yes,no,unknown

671684680287166464,no,no,unknown

662241272585957376,no,no,unknown

666258665532358657,no,no,unknown

676162979063275520,no,no,unknown

669535056491323392,yes,no,unknown

673092151056670720,no,no,unknown

664916848727732224,no,no,unknown

676264746497216518,yes,no,unknown

668905483219021824,no,no,unknown

681896592073449472,no,no,unknown

684807732306821121,no,no,unknown

672501403684904961,yes,no,unknown

665161274448187395,no,no,unknown

664517370690539520,yes,no,unknown

665886669455912960,no,no,unknown

673336612982509568,no,no,unknown

668615303383920640,no,no,unknown

663196719656656896,no,no,unknown

669937711160102912,yes,violence,2015-11-26

673744608984227841,no,no,unknown

662427209265737729,no,no,unknown

676313320853528577,yes,no,unknown

671944630498418688,yes,no,unknown

662126328301293568,no,no,unknown

676912701302554624,no,no,unknown

661271058977193984,no,no,unknown

673135732437970944,no,no,unknown

666301207179370496,no,no,unknown

662315970011267072,no,no,unknown

669135064840585216,yes,no,unknown

671388752363839489,no,no,unknown

669684058620862465,yes,no,unknown

671447792943030273,yes,no,unknown

676429326024331267,no,no,unknown

662426392118824960,yes,no,unknown

665604868716027905,no,no,unknown

684193647143841793,yes,no,unknown

671414450885402624,yes,violence,2015-11-30

670670044146171905,yes,no,unknown

661492535043444736,no,no,unknown

669628078365270016,yes,violence,2015-11-25

670992267600097284,no,no,unknown

676846785210548225,no,no,unknown

676479894113644544,no,no,unknown

665983630418817024,no,no,unknown

666118876401397760,no,no,unknown

664873038245163008,no,no,unknown

667645592668151809,yes,no,unknown

667592178420592640,yes,no,unknown

680870020457598976,no,no,unknown

673931318577774593,no,no,unknown

672565668471009280,yes,violence,2015-12-03

672884562544979968,no,no,unknown

674994255752994816,no,no,unknown

671544544320614400,yes,no,unknown

672804435760979968,no,no,unknown

676499641765113856,no,no,unknown

668926952502394885,no,no,unknown

684749747484143616,yes,no,unknown

676006209439318017,no,no,unknown

674043870997540864,no,no,unknown

677964038895230976,no,no,unknown

662230977335439362,no,no,unknown

665511827888062466,no,no,unknown

661924585550561280,yes,no,unknown

671904969054937088,no,no,unknown

666776453434859520,no,no,unknown

668864166715895809,yes,malpractice,2015-11-23

666050052259975169,yes,no,unknown

671911719560716288,no,no,unknown

667316791094304768,yes,no,unknown

666326862617026560,yes,no,unknown

671456273183936512,no,no,unknown

668619412002488320,no,no,unknown

673289898124836868,yes,no,unknown

665608712426491904,yes,no,unknown

674259466943135744,no,no,unknown

671995146045624320,no,no,unknown

684437437234475008,no,no,unknown

676462194578612224,no,no,unknown

675877414094925826,no,no,unknown

672577863372132355,no,no,unknown

671440711279972352,yes,no,unknown

669507050301452289,yes,no,unknown

662472368955215872,no,no,unknown

673156281742569472,yes,no,unknown

664488273025343488,yes,no,unknown

673586006407385088,yes,violence,2015-12-06

684748900557799424,no,no,unknown

667491589464412160,no,no,unknown

680417351590907904,yes,no,unknown

684075740590125056,no,no,unknown

662075158648233984,yes,no,unknown

676864617205788672,no,no,unknown

676030855391809536,no,no,unknown

671311678206779392,no,no,unknown

671087277473329153,no,no,unknown

684070261784612866,yes,no,unknown
